Time,Fc,Zs,Zus,Zr
21.664,-9.76187,0.00233337,-0.000267872,0.00253568
21.666,-9.7902,0.00228156,-0.00012176,0.00270048
21.668,-9.81675,0.0021622,-2.44E-05,0.00281694
21.67,-9.84153,0.00203765,5.84E-05,0.00289604
21.672,-9.86452,0.00196149,0.000180205,0.00300591
21.674,-9.88572,0.00148241,0.000228909,0.00358819
21.676,-9.90513,0.00144787,0.000326317,0.00381232
21.678,-9.92275,0.00154357,0.000516262,0.00405182
21.68,-9.93856,0.00151295,0.000589318,0.00424738
21.682,-9.95257,0.00140441,0.000584448,0.00439899
21.684,-9.96478,0.0012896,0.000676986,0.00459016
21.686,-9.97518,0.00135873,0.000774394,0.00457698
21.688,-9.98376,0.00137884,0.000813357,0.00453303
21.69,-9.99053,0.00143274,0.000876672,0.00446931
21.692,-9.99549,0.00150548,0.000939987,0.00440778
21.694,-9.99863,0.00151914,0.000925376,0.00434846
21.696,-9.99995,0.00163318,0.000954598,0.004232
21.698,-9.99946,0.00168486,0.000949728,0.00416828
21.7,-9.99714,0.00185217,0.00102278,0.00408258
21.702,-9.99301,0.00198993,0.00105688,0.00396613
21.704,-9.98706,0.00214199,0.00109584,0.00380572
21.706,-9.97929,0.00237274,0.00109097,0.00326299
21.708,-9.9697,0.00282874,0.00105688,0.00199075
21.71,-9.9583,0.00303703,0.0010861,0.00153591
21.712,-9.94508,0.00324406,0.00107636,0.00116457
21.714,-9.93005,0.00346083,0.00107636,0.00090309
21.716,-9.91321,0.00387458,0.00104714,0.00057789
21.718,-9.89456,0.00417351,0.00111045,0.000503182
21.72,-9.87411,0.0044085,0.00109097,0.000443855
21.722,-9.85185,0.00455063,0.00096921,0.000362555
21.724,-9.8278,0.00478075,0.000944858,0.000210941
21.726,-9.80196,0.00511499,0.000789005,-0.000263676
21.728,-9.77432,0.00551804,0.000720819,-0.000982193
21.73,-9.7449,0.00561887,0.000633152,-0.00142165
21.732,-9.7137,0.00579244,0.0006088,-0.00185892
21.734,-9.68072,0.00588321,0.000501651,-0.00223905
21.736,-9.64598,0.00605646,0.000467558,-0.00259941
21.738,-9.60947,0.00645762,0.000340928,-0.00355523
21.74,-9.5712,0.00658375,0.000306835,-0.0038277
21.742,-9.53119,0.00659881,0.000189946,-0.00402545
21.744,-9.48942,0.00668268,0.000160723,-0.00411774
21.746,-9.44592,0.00676624,0.00012176,-0.00413532
21.748,-9.4007,0.00711072,0.000136371,-0.00413312
21.75,-9.35375,0.00715234,0.000112019,-0.00414631
21.752,-9.30508,0.00719978,0.00012176,-0.00418146
21.754,-9.25471,0.00712091,1.46E-05,-0.00422541
21.756,-9.20265,0.00707644,-4.87E-05,-0.00426496
21.758,-9.14889,0.00691117,-0.000204557,-0.00429792
21.76,-9.09346,0.0068488,-0.00023865,-0.00428913
21.762,-9.03636,0.00672862,-0.000311706,-0.00425837
21.764,-8.97761,0.00658959,-0.000384762,-0.00420343
21.766,-8.9172,0.00642165,-0.000477299,-0.00411335
21.768,-8.85516,0.00602139,-0.00061367,-0.00359039
21.77,-8.79149,0.00588849,-0.000642893,-0.00334429
21.772,-8.7262,0.00571727,-0.000691597,-0.003096
21.774,-8.65931,0.00551258,-0.000754912,-0.00288066
21.776,-8.59083,0.00514736,-0.000827968,-0.0024412
21.778,-8.52077,0.00494849,-0.00085719,-0.00218631
21.78,-8.44914,0.00473564,-0.000881542,-0.00191165
21.782,-8.37596,0.00454227,-0.000886413,-0.00163259
21.784,-8.30123,0.00438268,-0.000866931,-0.00134255
21.786,-8.22498,0.00398292,-0.000842579,-0.00071632
21.788,-8.14721,0.00356886,-0.000823098,3.74E-05
21.79,-8.06794,0.00334266,-0.000823098,0.000426276
21.792,-7.98718,0.00308301,-0.000837709,0.000771252
21.794,-7.90495,0.00286687,-0.000818227,0.00103493
21.796,-7.82126,0.00269393,-0.000774394,0.00127443
21.798,-7.73613,0.00223275,-0.000754912,0.00185232
21.8,-7.64957,0.00178131,-0.00072569,0.002439
21.802,-7.5616,0.0016522,-0.000638022,0.00270927
21.804,-7.47224,0.00151823,-0.000555226,0.00293559
21.806,-7.38149,0.00138457,-0.000462688,0.00312017
21.808,-7.28938,0.00121651,-0.000413984,0.00329815
21.81,-7.19592,0.00072597,-0.000282483,0.00386285
21.812,-7.10113,0.000649494,-0.000170464,0.00403205
21.814,-7.00503,0.00058181,-7.79E-05,0.00417487
21.816,-6.90763,0.000504701,1.46E-05,0.00426496
21.818,-6.80895,0.000436701,9.74E-05,0.00433088
21.82,-6.70901,0.000378627,0.000340928,0.00440339
21.822,-6.60783,0.00039545,0.000423725,0.00439899
21.824,-6.50542,0.000435994,0.000511392,0.0043968
21.826,-6.40181,0.000499625,0.000584448,0.0043924
21.828,-6.297,0.000533718,0.000618541,0.00438142
21.83,-6.19104,0.000691281,0.000681856,0.00427595
21.832,-6.08392,0.000815383,0.00073056,0.00421442
21.834,-5.97567,0.000987558,0.000808486,0.00413312
21.836,-5.86631,0.00113506,0.00085232,0.00402765
21.838,-5.75586,0.00124361,0.00085719,0.00388263
21.84,-5.64434,0.00158619,0.000813357,0.00307622
21.842,-5.53177,0.00176621,0.000842579,0.00267411
21.844,-5.41817,0.00194623,0.000871802,0.00229618
21.846,-5.30356,0.00214541,0.000910765,0.00199295
21.848,-5.18797,0.00231051,0.000915635,0.00174246
21.85,-5.07141,0.00292596,0.0010033,0.00103273
21.852,-4.9539,0.00318201,0.00105201,0.000784436
21.854,-4.83546,0.00340428,0.00107636,0.000569101
21.856,-4.71613,0.00357298,0.00104714,0.000402106
21.858,-4.59591,0.00376085,0.00102765,0.000215335
21.86,-4.47483,0.00439262,0.0010374,-0.000753674
21.862,-4.35292,0.00456619,0.00101304,-0.00119533
21.864,-4.23019,0.00474982,0.00100817,-0.00160623
21.866,-4.10667,0.00490391,0.000964339,-0.00192923
21.868,-3.98238,0.00504825,0.000910765,-0.00220169
21.87,-3.85734,0.00556567,0.000881542,-0.00296196
21.872,-3.73158,0.00572557,0.000871802,-0.00318608
21.874,-3.60512,0.00575916,0.000745171,-0.00332012
21.876,-3.47798,0.0057882,0.000623411,-0.00336846
21.878,-3.35019,0.00588606,0.000589318,-0.00340582
21.88,-3.22176,0.00618215,0.000564966,-0.00377496
21.882,-3.09273,0.00622832,0.000535744,-0.00394415
21.884,-2.96312,0.00625597,0.000516262,-0.00408258
21.886,-2.83294,0.00616703,0.000389632,-0.00418146
21.888,-2.70223,0.00615148,0.000345798,-0.00433527
21.89,-2.571,0.00605925,0.000263002,-0.00438361
21.892,-2.43929,0.00600144,0.000224038,-0.00440778
21.894,-2.30712,0.00598291,0.000233779,-0.0043968
21.896,-2.1745,0.00588221,0.000180205,-0.00435285
21.898,-2.04147,0.00569669,0.00012663,-0.00417048
21.9,-1.90806,0.00545949,7.79E-05,-0.00386945
21.902,-1.77427,0.00527333,4.87E-06,-0.00368048
21.904,-1.64015,0.00511153,-4.38E-05,-0.0035025
21.906,-1.5057,0.00499875,-3.41E-05,-0.00334649
21.908,-1.37097,0.00478464,-9.74E-05,-0.0031773
21.91,-1.23597,0.00457084,-0.000150982,-0.00297514
21.912,-1.10073,0.00412959,-0.00024352,-0.00240824
21.914,-0.965276,0.00388265,-0.000301965,-0.00206107
21.916,-0.829628,0.00368473,-0.000301965,-0.00172049
21.918,-0.693813,0.00348712,-0.000292224,-0.00140407
21.92,-0.557858,0.00326548,-0.000297094,-0.00108107
21.922,-0.421787,0.00271176,-0.00037015,-0.000298833
21.924,-0.285625,0.00185189,-0.000438336,0.00101296
21.926,-0.149398,0.0016565,-0.00036041,0.00139309
21.928,-0.0131314,0.00145655,-0.000277613,0.00166336
21.93,0.12315,0.00119816,-0.000253261,0.00183035
21.932,0.259422,0.000561826,-0.000258131,0.00201053
21.934,0.395657,0.000241699,-0.00024839,0.00208744
21.936,0.531831,-1.45E-05,-0.000155853,0.00220609
21.938,0.667919,-0.000329106,-0.00012176,0.00232914
21.94,0.803895,-0.000634306,-8.77E-05,0.00244779
21.942,0.939733,-0.00113142,0.000131501,0.00286088
21.944,1.07541,-0.00178895,0.000199686,0.00345416
21.946,1.2109,-0.00212274,0.000224038,0.00375738
21.948,1.34617,-0.00244286,0.000233779,0.00403205
21.95,1.48121,-0.00258108,0.000331187,0.00424299
21.952,1.61598,-0.00269323,0.00036041,0.00440339
21.954,1.75047,-0.00292948,0.000340928,0.00460334
21.956,1.88464,-0.0029513,0.000394502,0.00456819
21.958,2.01847,-0.00297376,0.000428595,0.00450227
21.96,2.15194,-0.00304587,0.000384762,0.00442097
21.962,2.28502,-0.00306566,0.000355539,0.00434406
21.964,2.41769,-0.00303505,0.000282483,0.00419025
21.966,2.54991,-0.00296483,0.000267872,0.00416169
21.968,2.68168,-0.00290405,0.000253261,0.00413752
21.97,2.81295,-0.00283352,0.00024839,0.00410456
21.972,2.94372,-0.00278247,0.000224038,0.00402326
21.974,3.07395,-0.002659,0.000253261,0.00387604
21.976,3.20361,-0.00243673,0.000277613,0.00332232
21.978,3.33269,-0.00231781,0.000311706,0.00294218
21.98,3.46116,-0.0021846,0.000350669,0.0025225
21.982,3.58899,-0.00202736,0.000404243,0.00213358
21.984,3.71617,-0.00186524,0.000462688,0.00175345
21.986,3.84266,-0.00161437,0.000496781,0.000953628
21.988,3.96845,-0.00104649,0.000715949,-0.000237308
21.99,4.09351,-0.000895376,0.00072569,-0.00057789
21.992,4.21782,-0.000806946,0.000691597,-0.000813001
21.994,4.34135,-0.00068961,0.000676986,-0.000944839
21.996,4.46407,-0.000285422,0.000789005,-0.00111403
21.998,4.58598,-9.08E-05,0.000832838,-0.00121071
22,4.70704,6.03E-05,0.000842579,-0.00135354
22.002,4.82723,0.000129269,0.000789005,-0.00152493
22.004,4.94653,0.000193662,0.000740301,-0.00173587
22.006,5.06491,0.000355594,0.000647763,-0.00234012
22.008,5.18236,0.000397346,0.00048217,-0.00317949
22.01,5.29885,0.000423725,0.000423725,-0.00361016
22.012,5.41436,0.000484196,0.000399373,-0.00395294
22.014,5.52886,0.000490461,0.000301965,-0.00418586
22.016,5.64234,0.000530818,0.00023865,-0.00432868
22.018,5.75478,0.000765806,0.000219168,-0.00442316
22.02,5.86614,0.000845443,0.000204557,-0.00436384
22.022,5.97642,0.000799714,0.000102278,-0.00428693
22.024,6.08559,0.000710782,-2.44E-05,-0.00421222
22.026,6.19363,0.000674794,-0.00011689,-0.00417048
22.028,6.30052,0.000609266,-0.00024839,-0.00421222
22.03,6.40624,0.000516729,-0.000340928,-0.00424738
22.032,6.51076,0.000424823,-0.000413984,-0.00425837
22.034,6.61408,0.000250753,-0.000550355,-0.00422541
22.036,6.71616,9.68E-05,-0.000647763,-0.00413532
22.038,6.81699,-0.000330034,-0.000876672,-0.00358599
22.04,6.91656,-0.000506762,-0.000949728,-0.00332671
22.042,7.01483,-0.000693232,-0.00103252,-0.00304546
22.044,7.1118,-0.000907976,-0.00111532,-0.00279057
22.046,7.20744,-0.00115131,-0.00120786,-0.0025269
22.048,7.30174,-0.00183919,-0.0013491,-0.00155129
22.05,7.39467,-0.00202705,-0.00132962,-0.00118874
22.052,7.48623,-0.00220878,-0.0012663,-0.00090309
22.054,7.57638,-0.00243859,-0.00123221,-0.000722912
22.056,7.66513,-0.00269242,-0.00121273,-0.000562509
22.058,7.75243,-0.0035485,-0.00116403,0.000226322
22.06,7.8383,-0.00376698,-0.00107149,0.000518563
22.062,7.92269,-0.00389779,-0.000891283,0.000780042
22.064,8.0056,-0.00407307,-0.000774394,0.00101515
22.066,8.08702,-0.00431135,-0.000711078,0.00128542
22.068,8.16692,-0.00514466,-0.000686726,0.00242362
22.07,8.24529,-0.00522898,-0.000526003,0.00277299
22.072,8.32212,-0.00520254,-0.000292224,0.00308721
22.074,8.39739,-0.00537156,-0.000272742,0.00330694
22.076,8.47109,-0.00573457,-0.000277613,0.00361456
22.078,8.5432,-0.00599739,-0.000389632,0.003742
22.08,8.61371,-0.00612997,-0.000409114,0.00386505
22.082,8.6826,-0.00612744,-0.000331187,0.00395953
22.084,8.74986,-0.00623238,-0.00037015,0.00400788
22.086,8.81548,-0.00618759,-0.000297094,0.00410456
22.088,8.87945,-0.0062473,-0.000394502,0.00426056
22.09,8.94175,-0.00623883,-0.000423725,0.0043155
22.092,9.00237,-0.00623585,-0.000477299,0.00435725
22.094,9.0613,-0.00604843,-0.00036528,0.00437922
22.096,9.11852,-0.00592496,-0.000336058,0.00438142
22.098,9.17403,-0.00569421,-0.000340928,0.004232
22.1,9.22782,-0.00553728,-0.000297094,0.00414411
22.102,9.27987,-0.00535505,-0.000199686,0.00403864
22.104,9.33017,-0.00527478,-0.000194816,0.00391998
22.106,9.37872,-0.00508313,-9.74E-05,0.00377496
22.108,9.4255,-0.00454617,0.000185075,0.00307183
22.11,9.47051,-0.004437,0.000209427,0.00273564
22.112,9.51373,-0.00433725,0.000233779,0.00241044
22.114,9.55516,-0.00420277,0.000311706,0.00214896
22.116,9.59479,-0.00401991,0.000428595,0.00190726
22.118,9.63261,-0.0033359,0.000886413,0.00109426
22.12,9.66862,-0.00315303,0.0010033,0.000784436
22.122,9.7028,-0.00301919,0.00106175,0.000505379
22.124,9.73515,-0.00290483,0.00110071,0.000294438
22.126,9.76566,-0.00272228,0.00120786,9.23E-05
22.128,9.79433,-0.00204504,0.00160236,-0.000850355
22.13,9.82115,-0.00187255,0.00169003,-0.00125905
22.132,9.84611,-0.00171985,0.00174847,-0.00162161
22.134,9.86922,-0.00161618,0.00174847,-0.00187869
22.136,9.89046,-0.00128802,0.00184101,-0.00230936
22.138,9.90983,-0.00111224,0.00188484,-0.00251151
22.14,9.92732,-0.000941647,0.00191407,-0.00272685
22.142,9.94294,-0.000780478,0.00194329,-0.00292461
22.144,9.95668,-0.000672882,0.00191894,-0.00310478
22.146,9.96853,-0.000565473,0.0017436,-0.00347833
22.148,9.9785,-0.000399618,0.00162671,-0.00391559
22.15,9.98657,-0.000380006,0.00150495,-0.00413312
22.152,9.99276,-0.00030195,0.00144164,-0.00428913
22.154,9.99705,-0.000238188,0.00137345,-0.00436604
22.156,9.99945,-0.000262094,0.0012176,-0.0043924
22.158,9.99995,-0.000242798,0.0010861,-0.00438801
22.16,9.99855,-0.000313381,0.000798746,-0.00435725
22.162,9.99526,-0.000356136,0.000642893,-0.00433088
22.164,9.99008,-0.000374855,0.000501651,-0.00429352
22.166,9.98299,-0.000426087,0.000375021,-0.00424079
22.168,9.97402,-0.000544241,0.000219168,-0.00415509
22.17,9.96315,-0.000732476,-6.33E-05,-0.00384528
22.172,9.95038,-0.00115399,-0.000418854,-0.00312896
22.174,9.93573,-0.00124495,-0.000462688,-0.00286528
22.176,9.91919,-0.00142686,-0.000550355,-0.00264994
22.178,9.90076,-0.00166109,-0.000652634,-0.00250492
22.18,9.88046,-0.00213865,-0.00084745,-0.00220609
22.182,9.85827,-0.00240994,-0.000930246,-0.00201932
22.184,9.83421,-0.00267054,-0.00097408,-0.00179959
22.186,9.80827,-0.00289737,-0.000993562,-0.00158645
22.188,9.78047,-0.00311319,-0.000964339,-0.00133376
22.19,9.75081,-0.00361113,-0.000915635,-0.000654795
22.192,9.71929,-0.00416074,-0.000862061,0.000250492
22.194,9.68592,-0.00445196,-0.000832838,0.000714123
22.196,9.65071,-0.00468898,-0.00073056,0.00112062
22.198,9.61365,-0.00491264,-0.000652634,0.00143044
22.2,9.57477,-0.00519836,-0.000599059,0.00171389
22.202,9.53405,-0.00585715,-0.000569837,0.00231376
22.204,9.49152,-0.0063623,-0.000452947,0.00289604
22.206,9.44718,-0.00653271,-0.000331187,0.00309819
22.208,9.40104,-0.0066849,-0.000228909,0.00324102
22.21,9.3531,-0.00683804,-0.000155853,0.0033377
22.212,9.30337,-0.00708403,-0.000185075,0.00344756
22.214,9.25187,-0.00758152,-0.000267872,0.0039837
22.216,9.1986,-0.00756014,-0.000189946,0.00413312
22.218,9.14357,-0.00764199,-0.00024352,0.00427814
22.22,9.0868,-0.00763225,-0.000233779,0.00437482
22.222,9.02828,-0.00766729,-0.000297094,0.00445173
22.224,8.96804,-0.00766058,-0.000526003,0.00453523
22.226,8.90609,-0.00747993,-0.000477299,0.00450666
22.228,8.84243,-0.00739731,-0.000545485,0.00446272
22.23,8.77707,-0.00733355,-0.00061367,0.00440998
22.232,8.71004,-0.00724999,-0.000652634,0.00434406
22.234,8.64134,-0.00687616,-0.000750042,0.00403424
22.236,8.57098,-0.0067637,-0.000769523,0.00388922
22.238,8.49898,-0.00657881,-0.00073543,0.00373761
22.24,8.42535,-0.00639879,-0.000706208,0.0035816
22.242,8.3501,-0.00613331,-0.000657504,0.00318828
22.244,8.27325,-0.00598644,-0.000633152,0.0029312
22.246,8.19482,-0.00581945,-0.000569837,0.00264335
22.248,8.11481,-0.00565151,-0.000477299,0.00233573
22.25,8.03324,-0.00550306,-0.000404243,0.00199954
22.252,7.95014,-0.00503113,-9.25E-05,0.00117336
22.254,7.8655,-0.00468426,0.000141242,0.000230717
22.256,7.77935,-0.004516,0.00024352,-0.000232914
22.258,7.69171,-0.00435749,0.000336058,-0.000588876
22.26,7.60258,-0.00413598,0.00048217,-0.000845961
22.262,7.512,-0.00390049,0.000623411,-0.00103273
22.264,7.41996,-0.00362117,0.000808486,-0.00121291
22.266,7.3265,-0.00311705,0.00109584,-0.00164358
22.268,7.23163,-0.00299389,0.00111532,-0.00186331
22.27,7.13537,-0.00288079,0.00111532,-0.00210941
22.272,7.03773,-0.00275435,0.00109097,-0.00236869
22.274,6.93873,-0.00254024,0.00115428,-0.00265434
22.276,6.8384,-0.002263,0.00112993,-0.00335528
22.278,6.73675,-0.00185241,0.0010033,-0.00437482
22.28,6.63379,-0.00173729,0.000920506,-0.00464509
22.282,6.52956,-0.00168092,0.000769523,-0.0048011
22.284,6.42406,-0.00160021,0.000642893,-0.00486043
22.286,6.31733,-0.00132834,0.000452947,-0.00478132
22.288,6.20937,-0.0011752,0.000379891,-0.00467585
22.29,6.10021,-0.0011146,0.000214298,-0.004555
22.292,5.98987,-0.00106342,4.87E-05,-0.00444514
22.294,5.87838,-0.00103565,-0.000112019,-0.00435725
22.296,5.76574,-0.00103241,-0.000448077,-0.00423859
22.298,5.65199,-0.0010078,-0.000706208,-0.00417926
22.3,5.53714,-0.00104474,-0.000827968,-0.00415729
22.302,5.42122,-0.00111482,-0.000954598,-0.00411774
22.304,5.30425,-0.00118395,-0.00105201,-0.00403864
22.306,5.18625,-0.00128655,-0.00116403,-0.00389142
22.308,5.06724,-0.0015753,-0.0013491,-0.00313555
22.31,4.94725,-0.00166499,-0.00135397,-0.00279277
22.312,4.82629,-0.00179694,-0.00135397,-0.00243241
22.314,4.7044,-0.0019867,-0.00139293,-0.00210941
22.316,4.58159,-0.00220018,-0.00143677,-0.00180179
22.318,4.45789,-0.00279141,-0.00135884,-0.000707531
22.32,4.33332,-0.0029436,-0.00125656,-0.000314214
22.322,4.20791,-0.00311464,-0.00115428,-1.54E-05
22.324,4.08168,-0.00328474,-0.00102278,0.000180179
22.326,3.95465,-0.00348405,-0.000920506,0.000347173
22.328,3.82685,-0.00430838,-0.000764653,0.0011426
22.33,3.69829,-0.00448302,-0.000628282,0.00141726
22.332,3.56902,-0.00457,-0.000404243,0.00166336
22.334,3.43905,-0.00469203,-0.00024352,0.00187869
22.336,3.3084,-0.00506694,-3.41E-05,0.00241923
22.338,3.17711,-0.00531072,4.87E-06,0.0027642
22.34,3.04519,-0.00553141,2.92E-05,0.00311357
22.342,2.91267,-0.00556405,0.000185075,0.00335308
22.344,2.77958,-0.00549537,0.000413984,0.00356182
22.346,2.64594,-0.00560923,0.000535744,0.00397711
22.348,2.51178,-0.00586717,0.000428595,0.00435725
22.35,2.37712,-0.00590613,0.000389632,0.00445173
22.352,2.24199,-0.00579051,0.000467558,0.00447151
22.354,2.10642,-0.00571872,0.000501651,0.00443855
22.356,1.97043,-0.00568228,0.000462688,0.0043968
22.358,1.83405,-0.00557298,0.000345798,0.00438361
22.36,1.6973,-0.00542142,0.000224038,0.00438361
22.362,1.56021,-0.00525177,0.000224038,0.00438142
22.364,1.42281,-0.00507725,0.000228909,0.00437263
22.366,1.28512,-0.00489818,0.000228909,0.00434406
22.368,1.14717,-0.00471,0.000219168,0.00427375
22.37,1.00899,-0.0042182,0.00012663,0.00368927
22.372,0.8706,-0.00401022,0.000146112,0.00336626
22.374,0.732029,-0.0038068,0.000170464,0.00302129
22.376,0.593305,-0.00360825,0.000189946,0.00271806
22.378,0.454453,-0.0033899,0.00023865,0.00244559
22.38,0.315502,-0.00265237,0.000457818,0.00161062
22.382,0.176477,-0.00241422,0.000535744,0.00132717
22.384,0.0374055,-0.00219068,0.000599059,0.00107668
22.386,-0.101685,-0.00202104,0.000599059,0.000900893
22.388,-0.240769,-0.00182704,0.000623411,0.000731701
22.39,-0.379818,-0.00100215,0.000920506,-0.000129641
22.392,-0.518806,-0.00079386,0.000949728,-0.000516366
22.394,-0.657706,-0.000590437,0.00097408,-0.000867934
22.396,-0.796491,-0.00039707,0.00097895,-0.00115578
22.398,-0.935134,3.96E-06,0.000993562,-0.00172049
22.4,-1.07361,0.000245712,0.0010374,-0.00202152
22.402,-1.21189,0.000501762,0.0010861,-0.00232694
22.404,-1.34994,0.000782163,0.00115916,-0.00259501
22.406,-1.48775,0.000974266,0.00112506,-0.00283671
22.408,-1.62528,0.00129971,0.000988691,-0.00330254
22.41,-1.76251,0.00177519,0.00097408,-0.00377716
22.412,-1.8994,0.00200012,0.000935117,-0.00399249
22.414,-2.03594,0.00225883,0.000920506,-0.00414191
22.416,-2.1721,0.00252759,0.000925376,-0.00421003
22.418,-2.30785,0.00269376,0.000818227,-0.00423859
22.42,-2.44317,0.00304324,0.000696467,-0.00426716
22.422,-2.57802,0.00312959,0.000452947,-0.00429572
22.424,-2.71238,0.003169,0.00036041,-0.00430451
22.426,-2.84623,0.00313535,0.000194816,-0.00429792
22.428,-2.97953,0.00312638,6.33E-05,-0.00427595
22.43,-3.11227,0.00314662,-3.90E-05,-0.0042342
22.432,-3.24442,0.00308185,-0.000292224,-0.00405841
22.434,-3.37595,0.00288451,-0.000564966,-0.00375738
22.436,-3.50684,0.00288875,-0.000579578,-0.0035816
22.438,-3.63705,0.00280595,-0.000662374,-0.00339703
22.44,-3.76657,0.00267508,-0.000774394,-0.00320806
22.442,-3.89537,0.00257926,-0.000823098,-0.00299492
22.444,-4.02342,0.00223396,-0.00100817,-0.00237968
22.446,-4.1507,0.00197854,-0.0010374,-0.00159963
22.448,-4.27718,0.00186152,-0.00101304,-0.00124147
22.45,-4.40285,0.00174026,-0.00097408,-0.000938247
22.452,-4.52767,0.00156151,-0.000964339,-0.000707531
22.454,-4.65161,0.0013639,-0.000954598,-0.000489998
22.456,-4.77467,0.00108445,-0.000998432,-0.000224125
22.458,-4.8968,0.000691135,-0.000920506,0.000441657
22.46,-5.01799,0.000567534,-0.000808486,0.000744885
22.462,-5.13822,0.000444566,-0.000676986,0.00108986
22.464,-5.25745,0.000278079,-0.000579578,0.00142825
22.466,-5.37567,6.29E-05,-0.000530874,0.00179519
22.468,-5.49286,-0.000406455,-0.000472429,0.00262138
22.47,-5.60898,-0.000641202,-9.74E-06,0.00366949
22.472,-5.72402,-0.000789787,5.84E-05,0.0039859
22.474,-5.83796,-0.000942926,0.000131501,0.00418366
22.476,-5.95076,-0.00114477,0.000155853,0.00427814
22.478,-6.06242,-0.00137078,0.000306835,0.00425178
22.48,-6.1729,-0.0013995,0.000438336,0.00419904
22.482,-6.28219,-0.00145352,0.000516262,0.00417267
22.484,-6.39026,-0.00146434,0.000618541,0.00419245
22.486,-6.4971,-0.00141766,0.000750042,0.00422541
22.488,-6.60267,-0.00140539,0.000837709,0.00434846
22.49,-6.70697,-0.00136219,0.000862061,0.0044781
22.492,-6.80997,-0.00127642,0.000891283,0.00450227
22.494,-6.91164,-0.00114321,0.000930246,0.00448249
22.496,-7.01197,-0.000947631,0.0010033,0.00441218
22.498,-7.11094,-0.000815684,0.0010033,0.00430231
22.5,-7.20854,-0.000616053,0.000910765,0.00394855
22.502,-7.30473,-0.00030693,0.00085232,0.00344097
22.504,-7.3995,-9.05E-05,0.000842579,0.00315752
22.506,-7.49283,0.000130533,0.000827968,0.00290483
22.508,-7.58471,0.000346671,0.000808486,0.00270488
22.51,-7.67511,0.000562494,0.000779264,0.00251151
22.512,-7.76401,0.00112982,0.000545485,0.00174466
22.514,-7.85141,0.00132003,0.000452947,0.00141067
22.516,-7.93728,0.00157779,0.000409114,0.00108986
22.518,-8.0216,0.00183586,0.000375021,0.00082179
22.52,-8.10436,0.00212835,0.000384762,0.000562509
22.522,-8.18554,0.00280251,0.00024839,-0.000454841
22.524,-8.26512,0.00307583,0.00024839,-0.000894301
22.526,-8.34309,0.00331569,0.000233779,-0.00126345
22.528,-8.41943,0.00354581,0.000209427,-0.00153152
22.53,-8.49414,0.0037467,0.000155853,-0.00174466
22.532,-8.56718,0.00397258,0.000146112,-0.00195779
22.534,-8.63855,0.00440644,0.000155853,-0.00249394
22.536,-8.70823,0.00458032,0.000141242,-0.00278837
22.538,-8.77621,0.00474478,0.00012663,-0.00304546
22.54,-8.84248,0.00487483,6.82E-05,-0.00324981
22.542,-8.90702,0.00501526,3.90E-05,-0.00344317
22.544,-8.96981,0.00535613,8.77E-05,-0.00386725
22.546,-9.03086,0.00559896,1.95E-05,-0.00448689
22.548,-9.09013,0.00560586,-5.84E-05,-0.00461213
22.55,-9.14763,0.00562737,-0.00012176,-0.00464289
22.552,-9.20333,0.0057466,-7.79E-05,-0.00459016
22.554,-9.25724,0.00577785,-0.000131501,-0.00443635
22.556,-9.30933,0.00579214,-0.00012663,-0.00436384
22.558,-9.35959,0.0058454,-8.28E-05,-0.00430451
22.56,-9.40802,0.00577235,-0.000155853,-0.00425837
22.562,-9.45461,0.00567494,-0.000253261,-0.00420343
22.564,-9.49935,0.00562294,-0.000258131,-0.00401666
22.566,-9.54222,0.0054404,-0.00036528,-0.00370904
22.568,-9.58321,0.00535039,-0.000379891,-0.00353765
22.57,-9.62233,0.00530421,-0.000350669,-0.00335528
22.572,-9.65956,0.00517492,-0.000413984,-0.00316411
22.574,-9.69489,0.0050846,-0.000438336,-0.00293559
22.576,-9.72832,0.00480388,-0.000521133,-0.00226322
22.578,-9.75984,0.004567,-0.000560096,-0.00143264
22.58,-9.78944,0.00444934,-0.000555226,-0.00103493
22.582,-9.81711,0.00427938,-0.000564966,-0.000709728
22.584,-9.84286,0.00412403,-0.000560096,-0.000465828
22.586,-9.86667,0.00396318,-0.000579578,-0.000241703
22.588,-9.88854,0.00341135,-0.000594189,0.00060206
22.59,-9.90846,0.0032813,-0.000535744,0.000872328
22.592,-9.92643,0.00309312,-0.000526003,0.001136
22.594,-9.94245,0.00294941,-0.000452947,0.00135354
22.596,-9.95651,0.00276186,-0.000423725,0.00159744
22.598,-9.96861,0.00222199,-0.00036041,0.00263896
22.6,-9.97874,0.00223318,-0.000160723,0.00298833
22.602,-9.98691,0.00222912,4.87E-06,0.00330694
22.604,-9.99311,0.00211337,6.82E-05,0.00352667
22.606,-9.99733,0.00196447,0.00012663,0.00369586
22.608,-9.99959,0.00159614,0.00024839,0.00414191
22.61,-9.99987,0.00164408,0.000418854,0.00428254
22.612,-9.99819,0.00158032,0.00048704,0.00433747
22.614,-9.99452,0.00157468,0.00060393,0.0043155
22.616,-9.98888,0.00161681,0.000740301,0.00428693
22.618,-9.98128,0.00148283,0.000823098,0.00433967
22.62,-9.97169,0.00151819,0.000896154,0.00434846
22.622,-9.96014,0.0016643,0.00104227,0.00436604
22.624,-9.94662,0.00182895,0.00117864,0.00437482
22.626,-9.93113,0.0018965,0.00122734,0.00436164
